sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon
3541,src5_1232,kompally bridge,,src5,3,17.56458,78.49367
3542,src5_1233,kompally bridge,,src5,3,17.56442,78.49345
3543,425,kompally bridge,,shakti-gtfs,5,17.55689,78.49268
3544,src5_1269,kompally near cine planet,,src5,3,17.52925,78.48591
3545,1097,konaipally,,shakti-gtfs,5,17.02626,78.39458
3546,src5_977,konapoor bus station,konapur,src5,3,18.12314,78.47768
3547,1703,kondakal,,shakti-gtfs,5,17.45791,78.19843
3548,1775,kondakal x road,,shakti-gtfs,5,17.4759,78.21768
3549,1789,kondamadugu village,,shakti-gtfs,5,17.48867,78.76785
3550,1438,kondamadugu x road,,shakti-gtfs,5,17.46837,78.75738
3551,323,kondapur,kondapur bus stop,gps-logs-ghz|kodali-stops,2,17.46498,78.36409
3552,324,kondapur,kondapur busstop,gps-logs-ghz|kodali-stops,2,17.46494,78.36432
3553,456,kondapur,kondapur towards kothaguda,gps-logs-ghz|kodali-stops,2,17.46529,78.3675
3554,497,kondapur,kondapur towards hafeezpet,gps-logs-ghz|kodali-stops,2,17.46659,78.36715
3555,src5_1988,kondapur,,src5,3,17.46018,78.35461
3556,src5_2017,kondapur,"hitech city road, land mark residency, kondapur, hyderabad",src5,3,17.45882,78.36732
3557,src5_2019,kondapur,,src5,3,17.46108,78.36687
3558,src5_2023,kondapur,,src5,3,17.46355,78.36707
3559,src5_2024,kondapur,"hanuman nagar, prashanth nagar colony, kondapur, hyderabad",src5,3,17.46476,78.36515
3560,src5_2025,kondapur,"gachibowli - miyapur road, hanuman nagar, kothaguda, hyderabad",src5,3,17.46414,78.36732
3561,src5_2026,kondapur,,src5,3,17.46484,78.36512
3562,src5_2027,kondapur,,src5,3,17.46883,78.3663
3563,src5_2031,kondapur,,src5,3,17.47308,78.36439
3564,src5_2032,kondapur,,src5,3,17.46466,78.36718
3565,118,kondapur,,shakti-gtfs,5,17.46846,78.3665
3566,src5_2028,kondapur bus depot,"police colony road, hanuman nagar, raghavendra colony, kondapur, hyderabad",src5,3,17.46531,78.36382
3567,src5_473,kondapur bus depot,"police colony road, kondapur, hyderabad",src5,3,17.46556,78.36186
3568,2290,kondapur narsapur,,shakti-gtfs,5,17.72694,78.29475
3569,src5_2791,kondapur rta office,,src5,3,17.41373,78.45996
3570,node/1215790314,kondapur rta office,,osm,4,17.47196,78.36534
3571,2293,kondapur vasalmarry,,shakti-gtfs,5,17.6881,78.78656
3572,2172,kondapur x road,,shakti-gtfs,5,17.4644,78.36715
3573,1435,kongara kalan,,shakti-gtfs,5,17.20012,78.55049
3574,src5_1944,kormalla,"korremula, hyderabad",src5,3,17.40452,78.66952
3575,src5_1756,korramelu x road,,src5,3,17.41811,78.63323
3576,src5_1784,korremula 2,,src5,3,17.40404,78.66629
3577,src5_1752,korremula bus stand,"hyderabad - warangal highway, pocharam, hyderabad",src5,3,17.41784,78.63046
3578,1662,koteshwar temple,koteshwara temple towards water tank,gps-logs-ghz|kodali-stops,2,17.5364,78.52423
3579,1670,koteshwar temple,koteshwarrao temple towards cisf,gps-logs-ghz|kodali-stops,2,17.53497,78.52398
3580,src5_1260,koteshwar temple,,src5,3,17.53836,78.52433
3581,src5_1264,koteshwar temple,,src5,3,17.5366,78.5243
3582,437,koteshwara temple,,shakti-gtfs,5,17.53983,78.52555
3583,3571,kothaguda,kothaguda,gps-logs-ghz,2,17.30089,78.73934
3584,1051,kothaguda,kothaguda towards sriram nagar hospital,gps-logs-ghz|kodali-stops,2,17.45821,78.36601
3585,node/1215192975,kothaguda,,osm,4,17.45941,78.36594
3586,322,kothaguda x road,kothaguda x roads to words  kondapur,gps-logs-ghz|kodali-stops,2,17.45951,78.36616
3587,325,kothaguda x road,kothaguda x roads to words hitechcity kaman,gps-logs-ghz|kodali-stops,2,17.45886,78.367
3588,src5_2014,kothaguda x road,"gachibowli - miyapur road, laxmi cyber city, whitefields, kothaguda, hyderabad",src5,3,17.45842,78.36614
3589,src5_2015,kothaguda x road,,src5,3,17.45959,78.36607
3590,src5_2016,kothaguda x road,"hitech city road, laxmi cyber city, whitefields, hitec city, hyderabad",src5,3,17.45844,78.36736
3591,src5_2018,kothaguda x road,"hitech city road, land mark residency, kothaguda, hyderabad",src5,3,17.45878,78.36744
3592,98,kothaguda x road,,shakti-gtfs,5,17.45904,78.36619
3593,3590,kothagudem,kothagudem,gps-logs-ghz,2,17.3004,78.73929
3594,src5_8,kothagudem,"national highway 65, kothaguda",src5,3,17.30058,78.73923
3595,src5_9,kothagudem,,src5,3,17.30093,78.73933
3596,56,kothagudem x road,,shakti-gtfs,5,17.30179,78.73899
3597,src5_128,kothagundlapalli,,src5,3,17.57611,78.94756
3598,src5_73,kothapally,kothapally,src5,3,17.37424,78.11927
3599,445,kothapet,kothapet towards f market,gps-logs-ghz|kodali-stops,2,17.36703,78.54058
3600,477,kothapet,kothapet towords dwarakanagar,gps-logs-ghz|kodali-stops,2,17.36836,78.53709
3601,src5_3701,kothapet,,src5,3,17.36318,78.54371
3602,src5_3706,kothapet,,src5,3,17.36682,78.54115
3603,src5_3710,kothapet,,src5,3,17.36766,78.53996
3604,src5_3711,kothapet,,src5,3,17.3678,78.5396
3605,src5_3712,kothapet,,src5,3,17.3678,78.53882
3606,src5_3713,kothapet,"national highway 65, pratap nagar, kothapet, hyderabad",src5,3,17.36802,78.53717
3607,src5_3715,kothapet,,src5,3,17.36848,78.53841
3608,src5_3716,kothapet,,src5,3,17.36861,78.53866
3609,src5_3717,kothapet,,src5,3,17.36843,78.53712
3610,src5_636,kothapet,"kothapet, shivampet",src5,3,17.82169,78.33112
3611,node/1598149459,kothapet,rythu bazaar,osm,4,17.36687,78.5413
3612,node/2183029329,kothapet,rythu bazaar,osm,4,17.36716,78.54024
3613,204,kothapet,,shakti-gtfs,5,17.36694,78.54109
3614,2048,kothapet fruit market,,shakti-gtfs,5,17.36832,78.53709
3615,src5_3714,kothapet to nagole,"new nagole main road, kothapet, pratap nagar, kothapet, hyderabad",src5,3,17.36846,78.53837
3616,1658,kothapet village,,shakti-gtfs,5,16.98563,78.36715
3617,2445,kothapet x road,kothapet x roards,gps-logs-ghz|kodali-stops,2,17.36728,78.53972
3618,src5_3708,kothapet x road petrol pump,"kothapet road, sbi colony, kothapet, hyderabad",src5,3,17.36695,78.54126
3619,1812,kothi,,shakti-gtfs,5,17.38497,78.48438
3620,src5_639,kothoor bus stand,kothur,src5,3,17.09324,78.46867
3621,src5_641,kothoor x road,srisailam highway,src5,3,17.09885,78.47388
3622,src5_1318,kothur,kothur,src5,3,17.71603,78.52309
3623,8036,koti,to waards  m market,gps-logs-ghz,2,17.38184,78.48185
3624,348,koti,koti terminal,gps-logs-ghz|kodali-stops,2,17.38471,78.48426
3625,src5_1112,koti,,src5,3,17.38473,78.48824
3626,src5_2897,koti,,src5,3,17.38399,78.475
3627,src5_2899,koti,,src5,3,17.38586,78.47932
3628,src5_2903,koti,,src5,3,17.38232,78.48103
3629,src5_2905,koti,,src5,3,17.38231,78.48149
3630,src5_2906,koti,,src5,3,17.3827,78.48261
3631,src5_2915,koti,,src5,3,17.38494,78.48481
3632,node/4418619607,koti bus station,,osm,4,17.38443,78.48443
3633,src5_2912,koti bus terminal,"esamiya bazaar, koti, hyderabad",src5,3,17.38437,78.48435
3634,src5_2913,koti bus terminus,"esamiya bazaar, koti, hyderabad",src5,3,17.38447,78.48451
3635,8399,koti lcd,koti towards kondapur,gps-logs-ghz,2,17.38453,78.48448
3636,511,koti maternity hospital,maternity hospital towards  ram koti,gps-logs-ghz|kodali-stops,2,17.38573,78.48671
3637,1211,koti maternity hospital,koti maternity hospital towards koti terminal,gps-logs-ghz|kodali-stops,2,17.38544,78.48727
3638,src5_3055,koti maternity hospital,,src5,3,17.38552,78.487
3639,src5_3056,koti maternity hospital,"goutam nagar, badi chowdi, koti, hyderabad",src5,3,17.3857,78.48671
3640,src5_2909,koti medical college,"turrebaz khan road, esamiya bazaar, koti, hyderabad",src5,3,17.38321,78.4831
3641,469,koti womens college,koti womens college towords chaderghat,gps-logs-ghz|kodali-stops,2,17.3849,78.48817
3642,495,koti womens college,koti womens college towards koti,gps-logs-ghz|kodali-stops,2,17.38475,78.48753
3643,src5_1110,koti womens college,"13, main road, kutbi guda, koti, hyderabad",src5,3,17.38514,78.48837
3644,src5_1111,koti womens college,,src5,3,17.38466,78.48825
3645,node/2197048423,koti womens college,,osm,4,17.38503,78.48842
3646,src5_2852,kotla ali jah,,src5,3,17.36131,78.47973
3647,src5_2851,kotla ali jha,,src5,3,17.36095,78.4798
3648,331,kottaguda,,shakti-gtfs,5,17.07032,78.46371
3649,2144,kottaguda x road,,shakti-gtfs,5,17.22943,78.39015
3650,2027,kottakapubasti,,shakti-gtfs,5,17.03135,78.44509
3651,src5_187,kottoor busbay,,src5,3,17.14969,78.2904
3652,1875,kotyal,,shakti-gtfs,5,17.69236,78.69987
3653,src5_614,kousalya colony,,src5,3,17.53004,78.35567
3654,src5_615,kousalya colony,,src5,3,17.52981,78.35572
3655,1429,kowkoor,,shakti-gtfs,5,17.52559,78.53583
3656,486,kowkoor x road,,shakti-gtfs,5,17.5271,78.52274
3657,1695,kowkur,kowkur towards,gps-logs-ghz,2,17.5256,78.53343
3658,src5_3665,kowkur,"kowkoor, secunderabad",src5,3,17.52582,78.53298
3659,src5_3666,kowkur,,src5,3,17.52584,78.533
3660,src5_3667,kowkur,"kowkoor, secunderabad",src5,3,17.52542,78.53582
3661,1663,kowkur x road,kow  x road towards pg college,gps-logs-ghz,2,17.52664,78.52274
3662,1669,kowkur x road,kow x road towards koteshwarrao temple,gps-logs-ghz|kodali-stops,2,17.52742,78.52281
3663,src5_43,koyalagudam,"national highway 65, koyalagudem",src5,3,17.2607,78.84397
3664,3577,koyalagudem,koyalagudem,gps-logs-ghz,2,17.26093,78.84394
3665,3584,koyalagudem,koyalaguda,gps-logs-ghz,2,17.26052,78.84376
3666,src5_2100,kphb,,src5,3,17.48288,78.39319
3667,src5_2124,kphb,,src5,3,17.49608,78.39623
3668,node/1987954929,kphb,kukapally housing board,osm,4,17.49408,78.40082
3669,141,kphb,,shakti-gtfs,5,17.4943,78.40058
3670,src5_2090,kphb 1st phase,"4th phase, kukatpally housing board colony, kukatpally, hyderabad",src5,3,17.4732,78.3932
3671,src5_2096,kphb 3rd phase,,src5,3,17.48415,78.38976
3672,node/668646041,kphb 3rd phase,,osm,4,17.48795,78.39539
3673,1895,kphb 4th phase,kphb 4th phase,gps-logs-ghz|kodali-stops,2,17.47232,78.38772
3674,1901,kphb 4th phase,kphb 4th phase towards,gps-logs-ghz|kodali-stops,2,17.47234,78.38824
3675,src5_2084,kphb 4th phase,,src5,3,17.47219,78.38829
3676,src5_2085,kphb 4th phase,"lig, k p h b phase 4, kukatpally, hyderabad",src5,3,17.47219,78.38816
3677,src5_2086|src5_2087,kphb 4th phase,"kphb 4th phase, lig, kukatpally, hyderabad",src5,3,17.47224,78.38808
3678,src5_2106,kphb 4th phase,,src5,3,17.48767,78.39128
3679,1896,kphb 7th phase,kphb 7th phase,gps-logs-ghz|kodali-stops,2,17.47402,78.38806
3680,1900,kphb 7th phase,kphb 7th phase towards,gps-logs-ghz|kodali-stops,2,17.47508,78.38899
3681,src5_2091,kphb 7th phase,,src5,3,17.4748,78.38867
3682,src5_2092,kphb 7th phase,,src5,3,17.4749,78.3885
3683,src5_2061,kphb 9th phase mig2,"kphb 9th phase, mig-2, k p h b phase 9, kukatpally, hyderabad",src5,3,17.48523,78.38313
3684,src5_2095,kphb circle,,src5,3,17.4837,78.38986
3685,src5_2099,kphb circle,,src5,3,17.48488,78.39011
3686,src5_2166,kphb colony,,src5,3,17.49142,78.40142
3687,src5_2169,kphb colony,"rd number 1, hyderabad",src5,3,17.491,78.40135
3688,src5_2175,kphb colony,,src5,3,17.49474,78.39987
3689,625,kphb colony,,shakti-gtfs,5,17.49207,78.39736
3690,src5_2105,kphb colony mig,,src5,3,17.48733,78.39117
3691,src5_2108,kphb colony mig,,src5,3,17.48764,78.39155
3692,2318,kphb hospital,,shakti-gtfs,5,17.49158,78.39835
3693,663,kphb iv phase,,shakti-gtfs,5,17.4725,78.38752
3694,1508,kphb ix phase,,shakti-gtfs,5,17.48534,78.38581
3695,837,kphb main road,kphp main road towards jntu,gps-logs-ghz|kodali-stops,2,17.49404,78.40079
3696,843,kphb main road,kphb main road towards kukatpally village,gps-logs-ghz|kodali-stops,2,17.49447,78.40068
3697,3995,kphb main road,kphb main road towards temple stop,gps-logs-ghz|kodali-stops,2,17.49272,78.40225
3698,src5_2171,kphb main road,"national highway 65, k p h b phase 1, kukatpally, hyderabad",src5,3,17.49409,78.40045
3699,src5_2173,kphb main road,,src5,3,17.49467,78.40037
3700,src5_2174,kphb main road,"hmt sathavahana nagar, kukatpally, hyderabad",src5,3,17.49476,78.40037
3701,1815,kphb main road,,shakti-gtfs,5,17.49043,78.40097
3702,2041,kphb mig,,shakti-gtfs,5,17.48769,78.39131
3703,src5_2118,kphb phase lll,"eseva lane, kphb phase iii, kphb phase 2, kukatpally, hyderabad",src5,3,17.48778,78.3954
3704,364,kphb telephone exchange,,shakti-gtfs,5,17.48308,78.39288
3705,1151,kphb temple,kphb temple bus stop towards kphb main road,gps-logs-ghz|kodali-stops,2,17.48769,78.39544
3706,src5_2120,kphb temple,"kphb phase 2, kukatpally, hyderabad",src5,3,17.48775,78.39559
3707,src5_2119,kphp temple,,src5,3,17.48749,78.3953
3708,src5_2123,kphp temple,,src5,3,17.48743,78.39541
3709,src5_1757,kranti colony,,src5,3,17.40857,78.60003
3710,src5_1758,kranti colony,,src5,3,17.40876,78.59992
3711,src5_3534,kranti nagar,,src5,3,17.34118,78.5316
3712,src5_3535,kranti nagar,,src5,3,17.34115,78.5318
3713,src5_807,krishanakanth park,"street number 4, jawahar nagar, hyderabad",src5,3,17.44126,78.43185
3714,src5_808,krishanakanth park,,src5,3,17.44084,78.43207
3715,978,krishna kanth park,krishna kanth park  towards kalyan nagar,gps-logs-ghz|kodali-stops,2,17.44134,78.4319
3716,943,krishna nagar,krishna nagar towards venkatagiri,gps-logs-ghz|kodali-stops,2,17.43269,78.42651
3717,975,krishna nagar,krishna nagar towards yousufguda checkpost,gps-logs-ghz|kodali-stops,2,17.43262,78.42624
3718,1382,krishna nagar,krishna nagar towards nfc x road,gps-logs-ghz|kodali-stops,2,17.45092,78.56991
3719,1397,krishna nagar,krishna nagar towards housingboard phase-1,gps-logs-ghz|kodali-stops,2,17.45079,78.56983
3720,src5_1484,krishna nagar,,src5,3,17.45122,78.56875
3721,src5_2322,krishna nagar,"krishna nagar main road, sri krishna nagar, yousufguda, hyderabad",src5,3,17.43271,78.42632
3722,src5_2323,krishna nagar,"krishna nagar main road, lakshmi narasimha nagar, yousufguda, hyderabad",src5,3,17.43396,78.427
3723,2029,krishna nagar,,shakti-gtfs,5,17.43393,78.42686
3724,src5_3131,krishna nagar (bholapur),,src5,3,17.42164,78.49734
3725,src5_3135,krishna nagar (bholapur),,src5,3,17.42124,78.49829
3726,2062,krishna nagar colony,,shakti-gtfs,5,17.45117,78.56915
3727,784,krishna oberoi hotel,,shakti-gtfs,5,17.41641,78.44883
3728,2013,krupa complex,krupa,gps-logs-ghz|kodali-stops,2,17.46514,78.53868
3729,2035,krupa complex,krupa to,gps-logs-ghz|kodali-stops,2,17.46521,78.53861
3730,src5_3769,krupa complex,,src5,3,17.46477,78.53863
3731,src5_3770,krupa complex,"old neredmet - malkajgiri road, surya nagar, kripa complex, safilguda, neredmet, secunderabad",src5,3,17.46484,78.53863
3732,src5_3774,krupa complex,"old neredmet - malkajgiri road, surya nagar, uk complex, sairam nagar, neredmet, secunderabad",src5,3,17.46518,78.53855
3733,node/1474078396,krupa complex,,osm,4,17.46521,78.53854
3734,417,krupa complex,,shakti-gtfs,5,17.46505,78.53856
3735,src5_1868,ksheerasagar,ksheerasagar,src5,3,17.68847,78.63542
3736,src5_965,kucharam,kucharam,src5,3,17.72724,78.4728
3737,src5_966,kucharam,,src5,3,17.7279,78.47331
3738,1492,kucharam,,shakti-gtfs,5,17.72694,78.47298
3739,836|src5_2259,kukatpally,kukatpally towards kphp main road,gps-logs-ghz|kodali-stops|src5,1,17.48457,78.41178
3740,844,kukatpally,kukatpally towards prashant nagar,gps-logs-ghz|kodali-stops,2,17.48346,78.4132
3741,src5_2115,kukatpally,,src5,3,17.49559,78.39481
3742,src5_2117,kukatpally,,src5,3,17.49559,78.395
3743,src5_2167,kukatpally,"k p h b phase 1, kphb phase i, hyderabad",src5,3,17.4926,78.40221
3744,src5_2250,kukatpally,,src5,3,17.48204,78.41558
3745,src5_2251,kukatpally,,src5,3,17.48177,78.41598
3746,src5_2256,kukatpally,"shanthi nagar, kukatpally, hyderabad",src5,3,17.48365,78.41318
3747,src5_2387,kukatpally,bhavani nagar,src5,3,17.47349,78.4267
3748,node/3388917228,kukatpally,,osm,4,17.48358,78.41318
3749,139,kukatpally,,shakti-gtfs,5,17.48426,78.41228
3750,src5_2258,kukatpally (metro),,src5,3,17.47916,78.41869
3751,src5_2373,kukatpally bus depot,,src5,3,17.4733,78.42491
3752,src5_2375,kukatpally bus depot,,src5,3,17.47348,78.42511
3753,src5_2376,kukatpally bus depot,,src5,3,17.47361,78.42573
3754,1650,kukatpally depot,kukatpally depot,gps-logs-ghz|kodali-stops,2,17.47323,78.42536
3755,1925,kukatpally depot,,shakti-gtfs,5,17.47337,78.42618
3756,src5_2248,kukatpally government college,,src5,3,17.48151,78.41594
3757,src5_2252,kukatpally government college,,src5,3,17.48141,78.41643
3758,src5_2260,kukatpally opp metro super market,,src5,3,17.48008,78.41911
3759,src5_2102,kukatpally temple,"kukatpally housing board colony, kukatpally, hyderabad",src5,3,17.48404,78.39355
3760,2064,kukatpally y junction,,shakti-gtfs,5,17.47615,78.42303
3761,src5_2502,kumarawadi,"kummarwadi road, sitaram bagh, hyderabad",src5,3,17.38567,78.45623
3762,src5_104,kummera bus station,shankarpalli - chevella road,src5,3,17.34249,78.16368
3763,1908,kundanpally,,shakti-gtfs,5,17.49907,78.63786
3764,402,kundanpally x road,,shakti-gtfs,5,17.50091,78.62074
3765,4033,kuntloor,kuntloor,gps-logs-ghz|kodali-stops,2,17.34073,78.62589
3766,node/660109474,kuntloor,,osm,4,17.34041,78.62589
3767,10,kuntloor,,shakti-gtfs,5,17.34091,78.62588
3768,1940,kuntloor harijanawada,,shakti-gtfs,5,17.34521,78.63183
3769,306,kunyal,,shakti-gtfs,5,17.7539,78.15522
3770,2045,kurmalguda,,shakti-gtfs,5,17.28173,78.50375
3771,1796,kurumidda,,shakti-gtfs,5,17.03135,78.57405
3772,1433,kushaiguda,kushaiguda,gps-logs-ghz|kodali-stops,2,17.48153,78.57598
3773,2047,kushaiguda,kushaiguda to,gps-logs-ghz|kodali-stops,2,17.48122,78.57582
3774,src5_3958,kushaiguda,,src5,3,17.48034,78.57518
3775,src5_3959,kushaiguda,"gandhi nagar, vn reddy nagar colony, kushaiguda, secunderabad",src5,3,17.48033,78.57497
3776,464,kushaiguda,,shakti-gtfs,5,17.48145,78.57602
3777,3889,kushaiguda depot,kushaiguda depot,gps-logs-ghz,2,17.46814,78.5659
3778,src5_3891,kushaiguda depot,,src5,3,17.46864,78.56492
3779,src5_3893,kushaiguda depot,"moula ali, secunderabad",src5,3,17.46843,78.56596
3780,src5_3922,kushaiguda road,,src5,3,17.4763,78.57273
3781,src5_3923,kushaiguda road,,src5,3,17.47635,78.57296
3782,src5_3812,l.b. nagar ring road / uppal,,src5,3,17.34757,78.55158
3783,src5_3811,l.b. nagar vijayalakshmi theatre,,src5,3,17.34511,78.55329
3784,src5_1617,l.g. malakpet,,src5,3,17.631,78.60694
3785,src5_1618,l.g. malakpet,,src5,3,17.63097,78.60721
3786,src5_2066,l.i.d.c.a.p. - lingampally,,src5,3,17.41822,78.38826
3787,src5_2067,l.i.d.c.a.p. - mehdipatnam,,src5,3,17.4179,78.38925
3788,1639,laad bazaar,laad bazaar,gps-logs-ghz|kodali-stops,2,17.36228,78.46996
3789,src5_2607,laalbangla,"begumpet, hyderabad",src5,3,17.44193,78.45494
3790,1869,lab quarters,lab quaters dest,gps-logs-ghz|kodali-stops,2,17.32971,78.50071
3791,src5_1001,lab quarters,,src5,3,17.32959,78.50078
3792,2070,lab quarters,,shakti-gtfs,5,17.33297,78.49964
3793,1866,lab quarters gate,lab quarters gate,gps-logs-ghz|kodali-stops,2,17.33767,78.50564
3794,1867,lab quarters gate,lab quater's gate towards,gps-logs-ghz|kodali-stops,2,17.3374,78.5056
3795,src5_1002,lab quarters last,"drdo township, kanchan bagh, hyderabad",src5,3,17.32966,78.50078
3796,src5_1009,lab quarters main,,src5,3,17.3349,78.50125
3797,src5_1010,lab quarters main,"drdo township, kanchan bagh, hyderabad",src5,3,17.33499,78.50097
3798,1437,labs gate,,shakti-gtfs,5,17.33763,78.50536
3799,1312,ladies hostel,ladies hostel towards law college,gps-logs-ghz|kodali-stops,2,17.41192,78.52203
3800,1325,ladies hostel,ladies hostel towards engineering colleg,gps-logs-ghz|kodali-stops,2,17.41185,78.52214
3801,1472,ladies hostel,ladies hostel towards manikeshvari nagar,gps-logs-ghz|kodali-stops,2,17.41392,78.52141
3802,1475,ladies hostel,ladies hostel towards ramnagar gundu,gps-logs-ghz|kodali-stops,2,17.41365,78.52144
3803,src5_3586,ladies hostel,,src5,3,17.41431,78.52168
3804,node/324871124,ladies hostel,,osm,4,17.41185,78.52184
3805,652,ladies hostel,,shakti-gtfs,5,17.41181,78.52203
3806,1628,"ladies hostel, angrau",,shakti-gtfs,5,17.32614,78.41485
3807,1575,"ladies hostel, misrigunj",,shakti-gtfs,5,17.34746,78.46562
3808,src5_2956,lady hydri,"bade ustad gulam ali khan marg, chandra nagar, basheer bagh, hyderabad",src5,3,17.40569,78.47708
3809,1665,lakadawala,lakadawala towards raitubazar,gps-logs-ghz|kodali-stops,2,17.51288,78.52037
3810,1667,lakadawala,lakadawala towards pg college,gps-logs-ghz|kodali-stops,2,17.51328,78.52046
3811,src5_3486,lakadawala,,src5,3,17.5131,78.52035
3812,src5_3487,lakadawala,"siddipet road, bolarum, secunderabad",src5,3,17.513,78.52055
3813,405,lakadawala,,shakti-gtfs,5,17.51337,78.52057
3814,src5_2732,lakadhikapool,,src5,3,17.39926,78.46273
3815,src5_2766,lakadikapool lb stadium near police control room,,src5,3,17.40101,78.47158
3816,src5_2753,lakadikapoollb stadium near police control room opp indion oil petrol pump,,src5,3,17.40052,78.47035
3817,3494,lakdaram,lakdaram,gps-logs-ghz|kodali-stops,2,17.55504,78.18901
3818,3501,lakdaram,lakdaram,gps-logs-ghz|kodali-stops,2,17.55525,78.18911
3819,src5_110,lakdaram,,src5,3,17.55507,78.18896
3820,src5_111,lakdaram,,src5,3,17.5552,78.18925
3821,593,lakdaram x road,,shakti-gtfs,5,17.55525,78.18901
3822,node/3530744673,lakdawala,,osm,4,17.51254,78.52026
3823,304,lakdikapul,lakadikapool to words mahavir hospital,gps-logs-ghz|kodali-stops,2,17.40322,78.46536
3824,343,lakdikapul,lakadikapool towords telephone bhavan,gps-logs-ghz|kodali-stops,2,17.40593,78.46313
3825,src5_2546,lakdikapul,,src5,3,17.40727,78.4607
3826,src5_2735,lakdikapul,,src5,3,17.40192,78.46231
3827,src5_2746,lakdikapul,,src5,3,17.40282,78.46232
3828,src5_2749,lakdikapul,"lakdikapul road, red hills, lakdikapul, hyderabad",src5,3,17.40331,78.46515
3829,src5_2750,lakdikapul,,src5,3,17.40321,78.46577
3830,src5_2752,lakdikapul,,src5,3,17.40337,78.46527
3831,src5_2754,lakdikapul,,src5,3,17.40231,78.46861
3832,src5_2755,lakdikapul,,src5,3,17.40352,78.46549
3833,src5_2761,lakdikapul,,src5,3,17.40376,78.46175
3834,src5_2767,lakdikapul,,src5,3,17.40464,78.46119
3835,src5_2770,lakdikapul,,src5,3,17.40621,78.46316
3836,src5_2773,lakdikapul,"lakdikapul road, taj enclave, khairatabad, hyderabad",src5,3,17.40591,78.46319
3837,src5_2777,lakdikapul,,src5,3,17.40683,78.46103
3838,src5_2781,lakdikapul,,src5,3,17.40563,78.46739
3839,src5_2782,lakdikapul,,src5,3,17.40597,78.46081
3840,src5_2783,lakdikapul,,src5,3,17.40783,78.46872
3841,src5_2785,lakdikapul,,src5,3,17.41099,78.46837
3842,node/2177311051,lakdikapul,,osm,4,17.40478,78.4611
3843,node/726170683,lakdikapul,,osm,4,17.40341,78.46521
3844,1760,lakdikapul,,shakti-gtfs,5,17.40592,78.46313
3845,src5_2776,lakdikpool,,src5,3,17.40533,78.46444
3846,3579,lakkaram,lakkaram,gps-logs-ghz,2,17.25631,78.8845
3847,3582,lakkaram,lakkaram,gps-logs-ghz,2,17.25612,78.88478
3848,960,lakshmikala mandir,,shakti-gtfs,5,17.49528,78.51122
3849,8017,lakshminagar,lakshminagar  to wards rethibowli,gps-logs-ghz,2,17.38833,78.4296
3850,1615,lal bazar,lal bazar towards lothkunta,gps-logs-ghz|kodali-stops,2,17.47938,78.51081
3851,1616,lal bazar,lal bazar towards thirumalagiri,gps-logs-ghz|kodali-stops,2,17.47862,78.51113
3852,src5_2684,lal bazar,,src5,3,17.36221,78.47022
3853,src5_3317,lal bazar,"siddipet rd, lal bazaar,secunderabad, andhra pradesh india, subhash nagar, trimulgherry, secunderabad",src5,3,17.47939,78.51092
3854,src5_3320,lal bazar,,src5,3,17.47855,78.51104
3855,src5_3321,lal bazar,,src5,3,17.47914,78.51127
3856,node/1306278399,lal bazar,,osm,4,17.47856,78.51103
3857,node/1306278403,lal bazar,,osm,4,17.47913,78.51078
3858,324,lal bazar,,shakti-gtfs,5,17.47772,78.51081
3859,383,lal bazar,,shakti-gtfs,5,17.36227,78.46999
3860,1425,lal bunglow,,shakti-gtfs,5,17.43531,78.45163
3861,2248,lal dabha,laldabha towards,gps-logs-ghz|kodali-stops,2,17.3419,78.4233
3862,2249,lal dabha,laldabha toward,gps-logs-ghz|kodali-stops,2,17.3419,78.42255
3863,src5_723,lal dabha,,src5,3,17.34196,78.42326
3864,src5_725,lal dabha,,src5,3,17.34189,78.42263
3865,1870,lal darwaza,lal darwaza,gps-logs-ghz|kodali-stops,2,17.35039,78.47246
3866,1871,lal dharwaza mode,lal dharvaja mode,gps-logs-ghz|kodali-stops,2,17.35152,78.47258
3867,src5_2678,lal dharwaza mode,,src5,3,17.35151,78.47254
3868,src5_2680,lal dharwaza mode,,src5,3,17.35141,78.47273
3869,2020,lala guda,lala guda,gps-logs-ghz|kodali-stops,2,17.43906,78.52893
3870,2028,lala guda,lala guda to,gps-logs-ghz|kodali-stops,2,17.43916,78.52867
3871,2075,lala guda,,shakti-gtfs,5,17.43918,78.52869
3872,src5_3446,lalaguda junction,,src5,3,17.4359,78.52227
3873,1283,lalapet,lalapet towards tarnaka,gps-logs-ghz|kodali-stops,2,17.43718,78.54416
3874,1290,lalapet,lalapet towards h b colony,gps-logs-ghz|kodali-stops,2,17.4375,78.54388
3875,src5_1529,lalapet,"moula ali road, indira nagar, malkajgiri, secunderabad",src5,3,17.43751,78.54394
3876,src5_3604,lalapet,"tarnaka main road, vijayapuri colony, tarnaka, hyderabad",src5,3,17.42787,78.53211
3877,src5_3753,lalapet,,src5,3,17.43702,78.54405
3878,512,lalapet,,shakti-gtfs,5,17.42803,78.53239
3879,1748,lalapet,,shakti-gtfs,5,17.43541,78.54343
3880,src5_3471,lalbazar circle,,src5,3,17.47918,78.51443
3881,src5_3472,lalbazar circle,,src5,3,17.47909,78.51428
3882,src5_3319,lalbazar x road,,src5,3,17.47784,78.51065
